Salary,UndergradMajor,CompanySize,DevType,YearsCoding,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,Age,Country,Student,Currency,OpenSource
40000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Desktop or enterprise applications developer;Mobile developer;Student,3-5 years,C;C++;C#;Java;Objective-C;Python;SQL;Swift,SQLite;Oracle,Android;iOS;Mac OS;Windows Desktop or Server;Firebase,NA,18 - 24 years old,Russian Federation,"Yes, full-time",Russian rubles (₽),Yes
85000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer,15-17 years,C#;JavaScript;PHP;SQL;TypeScript;VB.NET;HTML;CSS,"MongoDB;SQL Server;SQLite;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;AWS;Azure;Google Cloud Platform/App Engine;iOS;Windows Desktop or Server;Windows Phone;Firebase,Angular;.NET Core;Xamarin,25 - 34 years old,Australia,No,Australian dollars (A$),No
NA,Mathematics or statistics,500 to 999 employees,Mobile developer,6-8 years,NA,NA,NA,NA,NA,Italy,No,Euros (€),Yes
75000,Mathematics or statistics,500 to 999 employees,Front-end developer;Full-stack developer;Mobile developer,9-11 years,C#;Java;SQL;TypeScript;HTML;CSS,"MongoDB;SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;AWS;Azure;Raspberry Pi,.NET Core,25 - 34 years old,Canada,No,Canadian dollars (C$),No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Database administrator;DevOps specialist,18-20 years,NA,NA,NA,NA,NA,United States,No,NA,No
NA,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Database administrator;Front-end developer;Full-stack developer,3-5 years,Assembly;C;Java;JavaScript;PHP;SQL;HTML;CSS,MongoDB;SQL Server;MySQL,Android;AWS;Azure;Linux;WordPress;Firebase,Angular;Node.js,18 - 24 years old,India,No,Indian rupees (₹),Yes
NA,"Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Desktop or enterprise applications developer;Embedded applications or devices developer,3-5 years,C;C++;Java;Python;SQL;Bash/Shell,MySQL,Android;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core,25 - 34 years old,Ukraine,No,U.S. dollars ($),Yes
NA,"Computer science, computer engineering, or software engineering",10 to 19 employees,Designer;Front-end developer,6-8 years,JavaScript;HTML;CSS,NA,NA,NA,45 - 54 years old,Germany,No,Euros (€),No
60000,Mathematics or statistics,20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer,12-14 years,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB;Amazon DynamoDB,AWS;Linux;WordPress,Node.js,35 - 44 years old,India,No,Indian rupees (₹),No
NA,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Database administrator;Designer;Educator or academic researcher;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer;QA or test developer;Student;System administrator,3-5 years,NA,NA,NA,NA,NA,Romania,"Yes, full-time",NA,No
150000,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;DevOps specialist;Full-stack developer,9-11 years,JavaScript;Python;HTML;CSS,MongoDB;SQL Server;PostgreSQL;Memcached;Google Cloud Storage,Google Cloud Platform/App Engine;Linux,Angular;Django;Node.js,25 - 34 years old,United States,No,U.S. dollars ($),No
12000,Web development or web design,10 to 19 employees,Designer;Front-end developer,0-2 years,C;C++;JavaScript;PHP;SQL;HTML;CSS,MySQL,SharePoint,NA,18 - 24 years old,India,No,Indian rupees (₹),No
200000,"Computer science, computer engineering, or software engineering",20 to 99 employees,"C-suite executive (CEO, CTO, etc.)",21-23 years,C#;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;HTML;CSS,SQL Server;PostgreSQL;IBM Db2,Android;AWS;Azure;Drupal;iOS;Linux;Mac OS;Firebase,Angular;Django;Spring,35 - 44 years old,Paraguay,No,U.S. dollars ($),No
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Front-end developer;Full-stack developer;Mobile developer;QA or test developer,6-8 years,NA,NA,NA,NA,NA,Mexico,No,NA,No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Mobile developer,9-11 years,NA,NA,NA,NA,NA,France,No,NA,No
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,Full-stack developer,3-5 years,JavaScript;PHP;SQL;TypeScript;HTML;CSS,MySQL;SQLite,Android;Firebase,Angular;Node.js;Cordova,NA,Nigeria,No,NA,No
800000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;DevOps specialist;Full-stack developer,3-5 years,Java;JavaScript;Python;Scala;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;MariaDB;Apache Hive,AWS;Azure;Heroku;Linux,Angular;Hadoop;Node.js;React;Spark,25 - 34 years old,India,No,Indian rupees (₹),Yes
65000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Front-end developer;Full-stack developer,12-14 years,Groovy;Java;JavaScript;Lua;Ruby;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;Elasticsearch,AWS;Heroku,Node.js;React,25 - 34 years old,United Kingdom,No,British pounds sterling (£),Yes
NA,"A natural science (ex. biology, chemistry, physics)",Fewer than 10 employees,Back-end developer;Designer;Front-end developer;Full-stack developer,30 or more years,C;C++;Erlang;Matlab;Objective-C;Python;HTML;Bash/Shell,NA,Linux;Mac OS,NA,35 - 44 years old,United States,No,U.S. dollars ($),No
65000,"Information systems, information technology, or system administration",20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer,18-20 years,C#;JavaScript;PHP;SQL;TypeScript;VB.NET;HTML;CSS,"Redis;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Linux;Raspberry Pi,Angular;.NET Core;React,35 - 44 years old,United Kingdom,No,British pounds sterling (£),Yes
32548,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",DevOps specialist,0-2 years,C#;JavaScript;HTML;CSS,Redis;SQL Server;Elasticsearch,Linux;Raspberry Pi,Angular;.NET Core;Node.js,25 - 34 years old,United Kingdom,No,British pounds sterling (£),No
100000,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer,3-5 years,C#,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,.NET Core,18 - 24 years old,United States,No,U.S. dollars ($),No
NA,Mathematics or statistics,20 to 99 employees,Back-end developer;Database administrator;Desktop or enterprise applications developer;Front-end developer;System administrator,12-14 years,NA,NA,NA,NA,NA,Germany,No,NA,No
108000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Desktop or enterprise applications developer;Engineering manager;Marketing or sales professional;Product manager,12-14 years,C++;C#;JavaScript;Objective-C;PHP;Python;SQL;Swift;HTML;CSS;Bash/Shell,SQL Server;MySQL,Amazon Echo;Arduino;Azure;Windows Desktop or Server,.NET Core,25 - 34 years old,United States,No,U.S. dollars ($),No
1300,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer;QA or test developer,6-8 years,Java;JavaScript;SQL;HTML;CSS,MongoDB;PostgreSQL,Firebase,Angular;Node.js;React;Spring,25 - 34 years old,Brazil,"Yes, full-time",U.S. dollars ($),No
3500,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;DevOps specialist;Front-end developer;Full-stack developer,6-8 years,CoffeeScript;Go;Groovy;Java;JavaScript;Python;Scala;SQL;HTML;CSS;Bash/Shell,Oracle;MariaDB;Elasticsearch,NA,Angular;Node.js;Spring,35 - 44 years old,France,No,Euros (€),Yes
150000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Desktop or enterprise applications developer;Engineering manager,12-14 years,Assembly;C;C++;C#;Erlang;Go;Python;SQL;Bash/Shell,Cassandra;MongoDB;Redis;SQL Server;MySQL;SQLite;Amazon Redshift;Amazon RDS/Aurora,AWS;Azure;Linux;Mac OS;Windows Desktop or Server,.NET Core,25 - 34 years old,United States,No,U.S. dollars ($),Yes
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Front-end developer,0-2 years,Java,MongoDB,Android,NA,NA,India,"Yes, full-time",NA,Yes
NA,Web development or web design,Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer,3-5 years,NA,NA,NA,NA,NA,Hungary,No,NA,No
60000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Database administrator;Desktop or enterprise applications developer;QA or test developer,12-14 years,Assembly;C#;Python,SQL Server,Windows Desktop or Server,.NET Core,25 - 34 years old,Canada,No,Canadian dollars (C$),Yes
1570000,"Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,12-14 years,C#;JavaScript;TypeScript;HTML;CSS,SQL Server;MySQL,Azure;Windows Desktop or Server;Firebase,Angular;.NET Core,25 - 34 years old,India,No,Indian rupees (₹),Yes
32000,"A business discipline (ex. accounting, finance, marketing)",500 to 999 employees,Data or business analyst;Full-stack developer,18-20 years,Assembly;C++;C#;Java;Matlab;PHP;SQL;VBA;Bash/Shell,SQL Server;MySQL;PostgreSQL;Memcached,Linux;Mac OS;Windows Desktop or Server;WordPress,Angular;Node.js,25 - 34 years old,Italy,No,Euros (€),Yes
NA,Web development or web design,100 to 499 employees,Front-end developer,6-8 years,NA,NA,NA,NA,NA,United States,No,NA,No
NA,Web development or web design,Fewer than 10 employees,Designer;Front-end developer,NA,NA,NA,NA,NA,NA,Malaysia,No,NA,Yes
NA,"Information systems, information technology, or system administration",Fewer than 10 employees,Back-end developer;Designer;Front-end developer;Full-stack developer,6-8 years,NA,NA,NA,NA,NA,Serbia,"Yes, full-time",NA,No
700000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Full-stack developer;QA or test developer,6-8 years,Java;JavaScript;Scala;SQL,Redis;MySQL;Amazon DynamoDB,AWS;Linux,Hadoop;Node.js;Spring,25 - 34 years old,India,No,Indian rupees (₹),Yes
NA,"Information systems, information technology, or system administration","10,000 or more employees",DevOps specialist,3-5 years,Python;HTML;Bash/Shell,Oracle,Linux;Windows Desktop or Server,Node.js,25 - 34 years old,India,"Yes, full-time",U.S. dollars ($),Yes
720000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Designer;Front-end developer;Full-stack developer,24-26 years,CoffeeScript;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Oracle;Memcached,NA,NA,35 - 44 years old,Denmark,No,Danish krone (kr),Yes
85000,"A natural science (ex. biology, chemistry, physics)",100 to 499 employees,Back-end developer,12-14 years,C#;JavaScript;Python;SQL;HTML;CSS,"Redis;PostgreSQL;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",NA,.NET Core;Xamarin,35 - 44 years old,United States,No,U.S. dollars ($),No
36000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Desktop or enterprise applications developer,27-29 years,C#;SQL;Delphi/Object Pascal,SQL Server;Oracle,Windows Desktop or Server,.NET Core,45 - 54 years old,United Kingdom,No,British pounds sterling (£),No
NA,"Information systems, information technology, or system administration","1,000 to 4,999 employees",NA,12-14 years,Java;JavaScript;Lua;PHP;Python;Ruby;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;SQLite;Amazon RDS/Aurora,Linux;Mac OS;Raspberry Pi,NA,25 - 34 years old,Norway,No,NA,Yes
100000,"Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer,15-17 years,C#;Java;JavaScript;Matlab;SQL;TypeScript;HTML;CSS,"MongoDB;Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure,Angular;.NET Core;Node.js,25 - 34 years old,Paraguay,No,U.S. dollars ($),No
NA,NA,Fewer than 10 employees,Back-end developer;Designer;Front-end developer,3-5 years,NA,NA,NA,NA,NA,Cyprus,No,NA,No
75000,"Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Back-end developer;Data or business analyst;Designer;Engineering manager;Product manager;QA or test developer,3-5 years,Groovy;Java;Python;R;Ruby;SQL;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB;Neo4j,Amazon Echo;AWS;Heroku;Linux;Mac OS;Windows Desktop or Server;Firebase,Node.js;Spark,25 - 34 years old,United States,No,U.S. dollars ($),Yes
70000,"Fine arts or performing arts (ex. graphic design, music, studio art)",20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer,3-5 years,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Elasticsearch,NA,Node.js;React,35 - 44 years old,United States,No,U.S. dollars ($),No
NA,NA,10 to 19 employees,Full-stack developer,0-2 years,NA,NA,NA,NA,NA,Brazil,No,NA,No
10000,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,Mobile developer,0-2 years,C#;Java;Kotlin,SQL Server;MySQL,Android;Firebase,NA,18 - 24 years old,Nepal,"Yes, full-time",NA,No
130000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer;QA or test developer,9-11 years,Go;Groovy;Java;JavaScript;Python;HTML;CSS,MongoDB;Memcached;Elasticsearch,Linux;Mac OS,Angular;Node.js;Spring;TensorFlow,25 - 34 years old,United States,No,U.S. dollars ($),Yes
33000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,12-14 years,C#;JavaScript;HTML;CSS,"Redis;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",Azure;Google Cloud Platform/App Engine;Linux,.NET Core;Node.js;React,25 - 34 years old,Sweden,No,Swedish kroner (SEK),Yes
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Data or business analyst,3-5 years,NA,NA,NA,NA,NA,Australia,No,NA,No
NA,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Full-stack developer,6-8 years,NA,NA,NA,NA,NA,United States,No,NA,No
50000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer,18-20 years,C#;JavaScript;TypeScript;VB.NET;HTML;CSS,SQL Server,Windows Desktop or Server,Angular,25 - 34 years old,United Kingdom,No,British pounds sterling (£),No
25000,"Computer science, computer engineering, or software engineering",100 to 499 employees,System administrator,9-11 years,Java;JavaScript;PHP;Python;SQL;VBA;VB.NET;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite;Google Cloud Storage,Android;Raspberry Pi;Windows Desktop or Server;Firebase,Node.js,25 - 34 years old,United Kingdom,No,British pounds sterling (£),Yes
86000,"Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer,9-11 years,C#;JavaScript;HTML;CSS,MySQL,Amazon Echo;AWS,Angular;.NET Core;Node.js,25 - 34 years old,United States,No,U.S. dollars ($),No
1560000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Full-stack developer,9-11 years,Java;JavaScript;Python;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite,AWS;Linux;WordPress,Django;Spring,25 - 34 years old,India,No,Indian rupees (₹),No
75000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer,3-5 years,Java;JavaScript;Python;SQL;HTML;CSS,MongoDB;SQL Server;MySQL;Oracle;MariaDB,AWS,Node.js,35 - 44 years old,Belgium,No,Euros (€),No
4500,Mathematics or statistics,"10,000 or more employees",Back-end developer;Data or business analyst;Product manager,24-26 years,Java;Python;SQL;Bash/Shell,Cassandra;PostgreSQL;Apache Hive,AWS;Linux,Hadoop;Spark,35 - 44 years old,Belgium,No,Euros (€),Yes
85000,NA,"1,000 to 4,999 employees",Back-end developer;Desktop or enterprise applications developer,6-8 years,Assembly;C++;C#;Hack;Haskell;JavaScript;Lua;PHP;R;Bash/Shell,MySQL;MariaDB,Linux;Windows Desktop or Server,NA,18 - 24 years old,Spain,No,Euros (€),No
